ticker,date,period_ending,estimate,reported,surprise,surprise%
A,2021-08-17,Jul-21,0.99,1.1,0.11,11.11
AA,2021-07-15,Jun-21,1.35,1.49,0.14,10.37
AAL,2021-07-22,Jun-21,-1.8,-1.69,0.11,6.11
AAN,2021-07-27,Jun-21,0.64,1.05,0.41,64.06
AAON,2021-08-05,Jun-21,0.33,0.38,0.05,15.15
AAP,2021-08-24,Jun-21,2.95,3.4,0.45,15.25
AAPL,2021-07-27,Jun-21,1,1.3,0.3,30
AAT,2021-07-27,Jun-21,0.43,0.51,0.08,18.6
AAWW,2021-08-05,Jun-21,3.15,4.1,0.95,30.16
ABBV,2021-07-30,Jun-21,3.11,3.11,0,0
ABC,2021-08-04,Jun-21,2.01,2.16,0.15,7.46
ABCB,2021-07-22,Jun-21,1.21,1.25,0.04,3.31
ABG,2021-07-27,Jun-21,5.3,7.78,2.48,46.79
ABM,2021-09-08,Jul-21,0.8,0.9,0.1,12.5
ABMD,2021-08-04,Jun-21,1.06,1.1,0.04,3.77
ABR,2021-07-30,Jun-21,0.36,0.45,0.09,25
ABT,2021-07-22,Jun-21,1.01,1.17,0.16,15.84
ABTX,2021-07-29,Jun-21,0.93,1.12,0.19,20.43
ABUS,2021-08-05,Jun-21,-0.21,-0.23,-0.02,-9.52
ACA,2021-08-04,Jun-21,0.56,0.6,0.04,7.14
ACAD,2021-08-04,Jun-21,-0.3,-0.27,0.03,10
ACC,2021-07-26,Jun-21,0.37,0.42,0.05,13.51
ACCD,2021-07-08,May-21,-0.32,-0.39,-0.07,-21.88
ACCO,2021-07-28,Jun-21,0.27,0.43,0.16,59.26
ACEL,2021-08-04,Jun-21,0.22,0.27,0.05,22.73
ACET,2021-08-12,Jun-21,-0.51,-0.34,0.17,33.33
ACGL,2021-07-28,Jun-21,0.9,1,0.1,11.11
ACHC,2021-08-02,Jun-21,0.63,0.71,0.08,12.7
ACI,2021-07-29,May-21,0.68,0.89,0.21,30.88
ACLS,2021-08-04,Jun-21,0.45,0.55,0.1,22.22
ACM,2021-08-09,Jun-21,0.73,0.73,0,0
ACN,2021-06-24,May-21,2.23,2.4,0.17,7.62
ACRE,2021-07-30,Jun-21,0.35,0.37,0.02,5.71
ACRS,2021-08-05,Jun-21,-0.26,-0.34,-0.08,-30.77
ADBE,2021-06-17,May-21,2.81,3.03,0.22,7.83
ADC,2021-07-26,Jun-21,0.88,0.89,0.01,1.14
ADI,2021-08-18,Jul-21,1.61,1.72,0.11,6.83
ADM,2021-07-27,Jun-21,1.01,1.33,0.32,31.68
ADNT,2021-08-05,Jun-21,0.08,-0.53,-0.61,-762.5
ADP,2021-07-28,Jun-21,1.13,1.2,0.07,6.19
ADPT,2021-08-04,Jun-21,-0.43,-0.35,0.08,18.6
ADSK,2021-08-25,Jul-21,1.11,1.21,0.1,9.01
ADT,2021-08-04,Jun-21,0.26,-0.07,-0.33,-126.92
ADTN,2021-08-04,Jun-21,0.13,0.16,0.03,23.08
ADUS,2021-08-02,Jun-21,0.89,0.9,0.01,1.12
AEE,2021-08-05,Jun-21,0.78,0.8,0.02,2.56
AEIS,2021-08-04,Jun-21,1.29,1.25,-0.04,-3.1
AEL,2021-08-05,Jun-21,0.53,0.98,0.45,84.91
AEO,2021-09-02,Jul-21,0.55,0.6,0.05,9.09
AEP,2021-07-22,Jun-21,1.14,1.18,0.04,3.51
AERI,2021-08-04,Jun-21,-0.65,-0.67,-0.02,-3.08
AES,2021-08-04,Jun-21,0.29,0.31,0.02,6.9
AFG,2021-08-03,Jun-21,1.64,2.39,0.75,45.73
AFL,2021-07-28,Jun-21,1.27,1.59,0.32,25.2
AFMD,2021-09-08,Jun-21,-0.07,-0.19,-0.12,-171.43
AGCO,2021-07-29,Jun-21,2.17,2.88,0.71,32.72
AGEN,2021-08-09,Jun-21,-0.24,-0.37,-0.13,-54.17
AGIO,2021-07-29,Jun-21,-1.39,-1.36,0.03,2.16
AGL,2021-08-04,Jun-21,-0.05,-0.06,-0.01,-20
AGLE,2021-08-05,Jun-21,-0.19,-0.1,0.09,47.37
AGNC,2021-07-26,Jun-21,0.64,0.76,0.12,18.75
AGR,2021-07-20,Jun-21,0.42,0.35,-0.07,-16.67
AGYS,2021-07-27,Jun-21,0.15,0.21,0.06,40
AHCO,2021-08-05,Jun-21,0.29,-0.11,-0.4,-137.93
AHH,2021-08-03,Jun-21,0.25,0.29,0.04,16
AHT,2021-07-28,Jun-21,-2.15,0.04,2.19,101.86
AI,2021-09-01,Jul-21,-0.32,-0.23,0.09,28.13
AIG,2021-08-05,Jun-21,1.19,1.52,0.33,27.73
AIMC,2021-07-23,Jun-21,0.82,0.89,0.07,8.54
AIN,2021-07-26,Jun-21,0.72,1.01,0.29,40.28
AIR,2021-07-20,May-21,0.44,0.47,0.03,6.82
AIT,2021-08-17,Jun-21,1.18,1.51,0.33,27.97
AIZ,2021-08-03,Jun-21,2.49,2.99,0.5,20.08
AJG,2021-07-29,Jun-21,1.07,1.17,0.1,9.35
AJRD,2021-07-26,Jun-21,0.44,0.59,0.15,34.09
AKAM,2021-08-03,Jun-21,1.39,1.42,0.03,2.16
AKBA,2021-08-05,Jun-21,-0.3,-0.51,-0.21,-70
AKR,2021-07-28,Jun-21,0.26,0.3,0.04,15.38
AKRO,2021-08-13,Jun-21,-0.72,-0.83,-0.11,-15.28
AKTS,2021-08-30,Jun-21,-0.16,-0.19,-0.03,-18.75
AL,2021-08-05,Jun-21,0.84,0.75,-0.09,-10.71
ALB,2021-08-04,Jun-21,0.83,0.89,0.06,7.23
ALBO,2021-08-05,Jun-21,-1.92,-1.9,0.02,1.04
ALDX,2021-08-05,Jun-21,-0.27,-0.28,-0.01,-3.7
ALE,2021-08-04,Jun-21,0.54,0.53,-0.01,-1.85
ALEC,2021-08-03,Jun-21,-0.69,-0.69,0,0
ALEX,2021-07-29,Jun-21,0.15,0.18,0.03,20
ALG,2021-08-04,Jun-21,1.56,1.97,0.41,26.28
ALGM,2021-07-29,Jun-21,0.16,0.18,0.02,12.5
ALGN,2021-07-28,Jun-21,2.52,3.04,0.52,20.63
ALGT,2021-07-28,Jun-21,2.96,3.46,0.5,16.89
ALK,2021-07-22,Jun-21,-0.31,-0.3,0.01,3.23
ALKS,2021-07-28,Jun-21,0.12,0.3,0.18,150
ALL,2021-08-04,Jun-21,2.99,3.79,0.8,26.76
ALLE,2021-07-22,Jun-21,1.29,1.32,0.03,2.33
ALLK,2021-08-09,Jun-21,-1.06,-1.07,-0.01,-0.94
ALLO,2021-08-04,Jun-21,-0.55,-0.53,0.02,3.64
ALLY,2021-07-20,Jun-21,1.55,2.33,0.78,50.32
ALNY,2021-08-03,Jun-21,-1.57,-1.61,-0.04,-2.55
ALRM,2021-08-05,Jun-21,0.38,0.54,0.16,42.11
ALRS,2021-07-28,Jun-21,0.56,0.66,0.1,17.86
ALSN,2021-07-28,Jun-21,0.92,1.01,0.09,9.78
ALT,2021-08-10,Jun-21,-0.44,-0.4,0.04,9.09
ALTG,2021-08-12,Jun-21,-0.06,-0.11,-0.05,-83.33
ALTR,2021-08-05,Jun-21,0.01,0.07,0.06,600
ALVR,2021-08-06,Jun-21,-0.46,-0.6,-0.14,-30.43
ALX,2021-08-02,Jun-21,4.56,5.05,0.49,10.75
ALXO,2021-08-12,Jun-21,-0.42,-0.34,0.08,19.05
AM,2021-07-28,Jun-21,0.19,0.23,0.04,21.05
AMAT,2021-08-19,Jul-21,1.76,1.9,0.14,7.95
AMBA,2021-08-31,Jul-21,0.25,0.35,0.1,40
AMC,2021-08-09,Jun-21,-0.91,-0.71,0.2,21.98
AMCR,2021-08-17,Jun-21,0.22,0.23,0.01,4.55
AMCX,2021-08-06,Jun-21,2.18,3.45,1.27,58.26
AMD,2021-07-27,Jun-21,0.54,0.63,0.09,16.67
AME,2021-08-03,Jun-21,1.11,1.15,0.04,3.6
AMED,2021-08-04,Jun-21,1.64,1.69,0.05,3.05
AMEH,2021-08-05,Jun-21,0.21,0.28,0.07,33.33
AMG,2021-07-28,Jun-21,3.82,4.03,0.21,5.5
AMGN,2021-08-03,Jun-21,4.13,4.38,0.25,6.05
AMH,2021-08-05,Jun-21,0.3,0.33,0.03,10
AMK,2021-07-28,Jun-21,0.34,0.36,0.02,5.88
AMN,2021-08-05,Jun-21,1.47,1.64,0.17,11.56
AMNB,2021-07-22,Jun-21,0.77,0.99,0.22,28.57
AMOT,2021-08-04,Jun-21,0.26,0.33,0.07,26.92
AMP,2021-07-26,Jun-21,5.23,5.27,0.04,0.76
AMPE,2021-08-04,Jun-21,-0.02,-0.02,0,0
AMPH,2021-08-09,Jun-21,0.21,0.21,0,0
AMRC,2021-08-02,Jun-21,0.26,0.34,0.08,30.77
AMRK,2021-09-09,Jun-21,2.4,4.28,1.88,78.33
AMRS,2021-08-05,Jun-21,-0.13,-0.16,-0.03,-23.08
AMRX,2021-08-09,Jun-21,0.18,0.25,0.07,38.89
AMSC,2021-08-04,Jun-21,-0.16,-0.1,0.06,37.5
AMSF,2021-07-28,Jun-21,0.73,1.04,0.31,42.47
AMSWA,2021-08-25,Jul-21,0.05,0.11,0.06,120
AMT,2021-07-29,Jun-21,2.34,2.42,0.08,3.42
AMTB,2021-07-21,Jun-21,0.39,0.51,0.12,30.77
AMTI,2021-08-10,Jun-21,-0.58,-0.62,-0.04,-6.9
AMTX,2021-08-12,Jun-21,-0.47,-0.38,0.09,19.15
AMWD,2021-08-31,Jul-21,1.41,0.7,-0.71,-50.35
AMZN,2021-07-29,Jun-21,12.22,15.12,2.9,23.73
AN,2021-07-19,Jun-21,2.85,4.83,1.98,69.47
ANAB,2021-08-09,Jun-21,-0.15,-0.02,0.13,86.67
ANDE,2021-08-03,Jun-21,0.64,1.31,0.67,104.69
ANET,2021-08-02,Jun-21,0.64,0.68,0.04,6.25
ANF,2021-08-26,Jul-21,0.75,1.7,0.95,126.67
ANIK,2021-08-05,Jun-21,-0.14,0.45,0.59,421.43
ANIP,2021-08-06,Jun-21,0.65,0.67,0.02,3.08
ANNX,2021-08-16,Jun-21,-0.68,-0.82,-0.14,-20.59
ANSS,2021-08-04,Jun-21,1.51,1.85,0.34,22.52
ANTM,2021-07-21,Jun-21,6.34,7.03,0.69,10.88
AON,2021-07-30,Jun-21,1.8,2.29,0.49,27.22
AOS,2021-07-29,Jun-21,0.65,0.73,0.08,12.31
AOSL,2021-08-11,Jun-21,0.75,0.95,0.2,26.67
AOUT,2021-09-09,Jul-21,0.41,0.48,0.07,17.07
APA,2021-08-04,Jun-21,0.54,0.7,0.16,29.63
APAM,2021-08-03,Jun-21,1.21,1.28,0.07,5.79
APD,2021-08-09,Jun-21,2.39,2.31,-0.08,-3.35
APEI,2021-08-09,Jun-21,0.05,0.03,-0.02,-40
APH,2021-07-28,Jun-21,0.55,0.61,0.06,10.91
APLE,2021-08-05,Jun-21,0.2,0.09,-0.11,-55
APLS,2021-08-09,Jun-21,-1.7,-2.72,-1.02,-60
APLT,2021-08-12,Jun-21,-0.99,-0.99,0,0
APO,2021-08-04,Jun-21,0.77,1.14,0.37,48.05
APOG,2021-06-25,May-21,0.4,0.42,0.02,5
APPF,2021-08-09,Jun-21,0.07,0.06,-0.01,-14.29
APPN,2021-08-05,Jun-21,-0.24,-0.24,0,0
APPS,2021-08-09,Jun-21,0.31,0.34,0.03,9.68
APTS,2021-08-09,Jun-21,0.24,0.33,0.09,37.5
APTV,2021-08-05,Jun-21,0.67,0.6,-0.07,-10.45
APYX,2021-08-12,Jun-21,-0.14,-0.12,0.02,14.29
AQUA,2021-08-03,Jun-21,0.19,0.17,-0.02,-10.53
AR,2021-07-28,Jun-21,0.24,0.14,-0.1,-41.67
ARAY,2021-08-11,Jun-21,-0.01,-0.01,0,0
ARCB,2021-08-02,Jun-21,1.6,1.97,0.37,23.13
ARCH,2021-07-27,Jun-21,1.57,1.66,0.09,5.73
ARCT,2021-08-09,Jun-21,-1.99,-2.07,-0.08,-4.02
ARDX,2021-08-13,Jun-21,-0.36,-0.45,-0.09,-25
ARE,2021-07-26,Jun-21,1.89,2.61,0.72,38.1
ARES,2021-07-29,Jun-21,0.5,0.64,0.14,28
ARGO,2021-08-02,Jun-21,0.88,1.6,0.72,81.82
ARI,2021-07-26,Jun-21,0.37,0.41,0.04,10.81
ARLO,2021-08-04,Jun-21,-0.15,-0.04,0.11,73.33
ARMK,2021-08-10,Jun-21,0.02,0.04,0.02,100
ARNC,2021-08-03,Jun-21,0.47,-0.05,-0.52,-110.64
AROC,2021-07-29,Jun-21,0.06,0.06,0,0
AROW,2021-07-27,Jun-21,0.8,0.83,0.03,3.75
ARQT,2021-08-05,Jun-21,-0.91,-0.84,0.07,7.69
ARR,2021-07-22,Jun-21,0.27,0.21,-0.06,-22.22
ARRY,2021-08-11,Jun-21,0.05,0.07,0.02,40
ARVN,2021-08-05,Jun-21,-0.84,-1.03,-0.19,-22.62
ARW,2021-08-05,Jun-21,2.91,3.34,0.43,14.78
ARWR,2021-08-05,Jun-21,-0.08,-0.29,-0.21,-262.5
ASAN,2021-09-01,Jul-21,-0.26,-0.23,0.03,11.54
ASB,2021-07-22,Jun-21,0.52,0.56,0.04,7.69
ASGN,2021-07-28,Jun-21,1.27,1.32,0.05,3.94
ASH,2021-07-27,Jun-21,1.27,1.22,-0.05,-3.94
ASIX,2021-07-30,Jun-21,1.08,1.53,0.45,41.67
ASPN,2021-07-29,Jun-21,-0.28,-0.23,0.05,17.86
ASTE,2021-08-04,Jun-21,0.49,0.49,0,0
ATEC,2021-08-03,Jun-21,-0.2,-0.3,-0.1,-50
ATEN,2021-07-27,Jun-21,0.12,0.13,0.01,8.33
ATGE,2021-08-19,Jun-21,0.7,0.7,0,0
ATHX,2021-08-09,Jun-21,-0.08,-0.1,-0.02,-25
ATI,2021-08-03,Jun-21,-0.2,-0.12,0.08,40
ATLC,2021-08-13,Jun-21,1.42,1.56,0.14,9.86
ATNI,2021-07-28,Jun-21,0.07,0.13,0.06,85.71
ATNX,2021-08-05,Jun-21,-0.41,-0.33,0.08,19.51
ATO,2021-08-04,Jun-21,0.74,0.78,0.04,5.41
ATR,2021-07-29,Jun-21,0.97,0.91,-0.06,-6.19
ATRA,2021-08-09,Jun-21,-0.88,-0.91,-0.03,-3.41
ATRC,2021-08-04,Jun-21,-0.33,-0.36,-0.03,-9.09
ATRO,2021-08-06,Jun-21,-0.17,-0.26,-0.09,-52.94
ATRS,2021-08-05,Jun-21,0.02,0.03,0.01,50
ATSG,2021-08-05,Jun-21,0.26,0.35,0.09,34.62
ATUS,2021-07-28,Jun-21,0.47,0.52,0.05,10.64
ATVI,2021-08-03,Jun-21,0.76,0.91,0.15,19.74
AUB,2021-07-22,Jun-21,0.73,1.05,0.32,43.84
AVA,2021-08-04,Jun-21,0.26,0.2,-0.06,-23.08
AVAV,2021-09-08,Jul-21,-0.26,-0.17,0.09,34.62
AVB,2021-07-28,Jun-21,1.93,3.21,1.28,66.32
AVD,2021-08-09,Jun-21,0.1,0.17,0.07,70
AVGO,2021-09-02,Jul-21,6.88,6.96,0.08,1.16
AVID,2021-08-03,Jun-21,0.23,0.25,0.02,8.7
AVIR,2021-08-12,Jun-21,0.01,0.02,0.01,100
AVLR,2021-08-05,Jun-21,-0.1,0.02,0.12,120
AVNS,2021-08-03,Jun-21,0.23,0.21,-0.02,-8.7
AVNW,2021-08-25,Jun-21,0.43,0.45,0.02,4.65
AVO,2021-09-13,Jul-21,0.3,0.27,-0.03,-10
AVRO,2021-08-05,Jun-21,-0.66,-0.74,-0.08,-12.12
AVT,2021-08-11,Jun-21,1.03,1.12,0.09,8.74
AVTR,2021-07-29,Jun-21,0.3,0.35,0.05,16.67
AVXL,2021-08-12,Jun-21,-0.13,-0.14,-0.01,-7.69
AVY,2021-07-28,Jun-21,2.07,2.25,0.18,8.7
AVYA,2021-08-09,Jun-21,0.7,0.75,0.05,7.14
AWH,2021-08-12,Jun-21,-0.06,-0.06,0,0
AWI,2021-07-27,Jun-21,1.01,1.16,0.15,14.85
AWK,2021-08-02,Jun-21,1.08,1.14,0.06,5.56
AWR,2021-08-02,Jun-21,0.7,0.72,0.02,2.86
AX,2021-07-29,Jun-21,0.86,0.92,0.06,6.98
AXGN,2021-08-04,Jun-21,-0.12,-0.09,0.03,25
AXL,2021-07-30,Jun-21,-0.03,0.29,0.32,1066.67
AXNX,2021-08-05,Jun-21,-0.51,-0.59,-0.08,-15.69
AXON,2021-08-05,Jun-21,0.22,0.38,0.16,72.73
AXP,2021-07-23,Jun-21,1.64,2.8,1.16,70.73
AXS,2021-07-27,Jun-21,1.43,2,0.57,39.86
AXSM,2021-08-09,Jun-21,-0.88,-0.86,0.02,2.27
AXTA,2021-07-26,Jun-21,0.46,0.48,0.02,4.35
AXTI,2021-07-27,Jun-21,0.07,0.1,0.03,42.86
AYI,2021-07-01,May-21,2.25,2.77,0.52,23.11
AYX,2021-08-03,Jun-21,-0.25,-0.08,0.17,68
AZEK,2021-08-12,Jun-21,0.23,0.26,0.03,13.04
AZPN,2021-08-11,Jun-21,1.46,1.53,0.07,4.79
AZZ,2021-07-09,May-21,0.62,0.88,0.26,41.94
B,2021-07-30,Jun-21,0.44,0.45,0.01,2.27
BA,2021-07-28,Jun-21,-0.65,0.4,1.05,161.54
BAC,2021-07-14,Jun-21,0.77,1.03,0.26,33.77
BAH,2021-07-30,Jun-21,0.96,1.07,0.11,11.46
BANC,2021-07-22,Jun-21,0.28,0.32,0.04,14.29
BAND,2021-08-05,Jun-21,0.09,0.32,0.23,255.56
BANF,2021-07-15,Jun-21,1.1,1.45,0.35,31.82
BANR,2021-07-21,Jun-21,1.09,1.56,0.47,43.12
BATRK,2021-08-06,Jun-21,0.16,0.39,0.23,143.75
BAX,2021-07-29,Jun-21,0.74,0.8,0.06,8.11
BBBY,2021-06-30,May-21,0.08,0.05,-0.03,-37.5
BBIO,2021-08-05,Jun-21,-0.93,-0.66,0.27,29.03
BBSI,2021-08-04,Jun-21,1.44,2.24,0.8,55.56
BBY,2021-08-24,Jul-21,1.91,2.98,1.07,56.02
BC,2021-07-29,Jun-21,2.11,2.52,0.41,19.43
BCC,2021-08-02,Jun-21,4.69,7.62,2.93,62.47
BCO,2021-07-22,Jun-21,0.96,1.18,0.22,22.92
BCOR,2021-08-04,Jun-21,1.14,1.28,0.14,12.28
BCOV,2021-07-28,Jun-21,0.03,0.11,0.08,266.67
BCRX,2021-08-05,Jun-21,-0.22,-0.24,-0.02,-9.09
BDC,2021-08-04,Jun-21,0.94,1.21,0.27,28.72
BDN,2021-07-26,Jun-21,0.32,0.32,0,0
BDX,2021-08-05,Jun-21,2.46,2.74,0.28,11.38
BE,2021-08-04,Jun-21,-0.05,-0.23,-0.18,-360
BEAM,2021-08-10,Jun-21,-0.58,-0.95,-0.37,-63.79
BECN,2021-08-05,Jun-21,1.31,1.59,0.28,21.37
BEN,2021-08-03,Jun-21,0.76,0.96,0.2,26.32
BERY,2021-08-05,Jun-21,1.52,1.53,0.01,0.66
BFAM,2021-08-04,Jun-21,0.28,0.49,0.21,75
BFC,2021-07-20,Jun-21,1.4,1.5,0.1,7.14
BFS,2021-08-05,Jun-21,0.74,0.79,0.05,6.76
BFST,2021-07-26,Jun-21,0.54,0.9,0.36,66.67
BG,2021-07-28,Jun-21,1.6,2.61,1.01,63.13
BGCP,2021-08-04,Jun-21,0.16,0.16,0,0
BGS,2021-08-05,Jun-21,0.47,0.41,-0.06,-12.77
BHB,2021-07-21,Jun-21,0.59,0.63,0.04,6.78
BHF,2021-08-05,Jun-21,3.12,5.32,2.2,70.51
BHLB,2021-07-21,Jun-21,0.31,0.43,0.12,38.71
BHVN,2021-08-09,Jun-21,-2.77,-3.23,-0.46,-16.61
BIG,2021-08-27,Jul-21,1.13,1.09,-0.04,-3.54
BIGC,2021-08-05,Jun-21,-0.12,-0.06,0.06,50
BIIB,2021-07-22,Jun-21,4.57,5.68,1.11,24.29
BILL,2021-08-26,Jun-21,-0.05,-0.07,-0.02,-40
BIO,2021-07-29,Jun-21,1.9,3.54,1.64,86.32
BJ,2021-08-19,Jul-21,0.65,0.82,0.17,26.15
BJRI,2021-07-29,Jun-21,0.16,0.26,0.1,62.5
BK,2021-07-15,Jun-21,1.02,1.13,0.11,10.78
BKD,2021-08-05,Jun-21,-0.48,-0.45,0.03,6.25
BKE,2021-08-20,Jul-21,0.86,1.04,0.18,20.93
BKI,2021-08-05,Jun-21,0.54,0.57,0.03,5.56
BKNG,2021-08-04,Jun-21,-2.69,-2.55,0.14,5.2
BKR,2021-07-21,Jun-21,0.17,0.1,-0.07,-41.18
BKU,2021-07-22,Jun-21,0.84,1.11,0.27,32.14
BL,2021-08-05,Jun-21,0.08,0.15,0.07,87.5
BLBD,2021-08-12,Jun-21,0.46,0.19,-0.27,-58.7
BLD,2021-08-03,Jun-21,2.49,2.76,0.27,10.84
BLDR,2021-08-05,Jun-21,1.41,2.76,1.35,95.74
BLFS,2021-08-12,Jun-21,-0.05,0.19,0.24,480
BLI,2021-08-11,Jun-21,-0.24,-0.27,-0.03,-12.5
BLK,2021-07-14,Jun-21,9.33,10.03,0.7,7.5
BLKB,2021-08-03,Jun-21,0.69,0.82,0.13,18.84
BLL,2021-08-05,Jun-21,0.83,0.86,0.03,3.61
BLMN,2021-07-30,Jun-21,0.67,0.81,0.14,20.9
BLNK,2021-08-11,Jun-21,-0.18,-0.32,-0.14,-77.78
BLUE,2021-08-09,Jun-21,-3.26,-3.58,-0.32,-9.82
BMI,2021-07-20,Jun-21,0.48,0.48,0,0
BMRC,2021-07-19,Jun-21,0.62,0.71,0.09,14.52
BMRN,2021-07-28,Jun-21,0.3,0.53,0.23,76.67
BMY,2021-07-28,Jun-21,1.88,1.93,0.05,2.66
BNFT,2021-08-03,Jun-21,-0.13,-0.18,-0.05,-38.46
BNGO,2021-08-04,Jun-21,-0.05,-0.06,-0.01,-20
BNL,2021-08-03,Jun-21,0.34,0.14,-0.2,-58.82
BOH,2021-07-26,Jun-21,1.31,1.68,0.37,28.24
BOKF,2021-07-21,Jun-21,1.84,2.4,0.56,30.43
BOOM,2021-07-22,Jun-21,0.14,0.1,-0.04,-28.57
BOOT,2021-08-04,Jun-21,0.92,1.26,0.34,36.96
BOX,2021-08-25,Jul-21,0.17,0.21,0.04,23.53
BPMC,2021-07-29,Jun-21,-1.77,-1.86,-0.09,-5.08
BPOP,2021-07-22,Jun-21,2.03,2.66,0.63,31.03
BR,2021-08-12,Jun-21,2.19,2.19,0,0
BRBR,2021-08-05,Jun-21,0.22,0.3,0.08,36.36
BRC,2021-09-02,Jul-21,0.7,0.7,0,0
BRKL,2021-07-28,Jun-21,0.33,0.4,0.07,21.21
BRKR,2021-08-02,Jun-21,0.4,0.44,0.04,10
BRMK,2021-08-09,Jun-21,0.2,0.18,-0.02,-10
BRO,2021-07-26,Jun-21,0.4,0.49,0.09,22.5
BRP,2021-08-09,Jun-21,0.09,0.14,0.05,55.56
BRX,2021-08-02,Jun-21,0.42,0.46,0.04,9.52
BRY,2021-08-03,Jun-21,-0.07,-0.08,-0.01,-14.29
BSIG,2021-07-29,Jun-21,0.37,0.4,0.03,8.11
BSRR,2021-07-19,Jun-21,0.66,0.76,0.1,15.15
BSX,2021-07-27,Jun-21,0.37,0.4,0.03,8.11
BSY,2021-08-10,Jun-21,0.14,0.23,0.09,64.29
BTAI,2021-08-10,Jun-21,-1.03,-1.11,-0.08,-7.77
BTU,2021-07-29,Jun-21,-0.76,-0.35,0.41,53.95
BURL,2021-08-26,Jul-21,1.52,1.94,0.42,27.63
BUSE,2021-07-27,Jun-21,0.56,0.57,0.01,1.79
BV,2021-08-05,Jun-21,0.44,0.44,0,0
BW,2021-08-12,Jun-21,-0.05,0.02,0.07,140
BWA,2021-08-04,Jun-21,0.79,1.08,0.29,36.71
BWB,2021-07-29,Jun-21,0.37,0.38,0.01,2.7
BWXT,2021-08-02,Jun-21,0.73,0.62,-0.11,-15.07
BX,2021-07-22,Jun-21,0.8,0.82,0.02,2.5
BXMT,2021-07-28,Jun-21,0.61,0.61,0,0
BXP,2021-07-27,Jun-21,1.61,1.72,0.11,6.83
BY,2021-07-29,Jun-21,0.48,0.77,0.29,60.42
BYD,2021-07-27,Jun-21,0.92,1.54,0.62,67.39
BYND,2021-08-05,Jun-21,-0.27,-0.31,-0.04,-14.81
BYSI,2021-09-10,Jun-21,-0.49,-0.49,0,0
BZH,2021-07-29,Jun-21,0.9,1.26,0.36,40
C,2021-07-14,Jun-21,1.94,2.84,0.9,46.39
CABO,2021-08-09,Jun-21,11.09,16.68,5.59,50.41
CAC,2021-07-27,Jun-21,1.16,1.21,0.05,4.31
CACC,2021-07-29,Jun-21,10.08,17.18,7.1,70.44
CACI,2021-08-11,Jun-21,5.74,6.26,0.52,9.06
CADE,2021-07-21,Jun-21,0.67,0.86,0.19,28.36
CAG,2021-07-13,May-21,0.53,0.54,0.01,1.89
CAH,2021-08-05,Jun-21,1.18,0.77,-0.41,-34.75
CAKE,2021-07-27,Jun-21,0.75,0.8,0.05,6.67
CAL,2021-08-31,Jul-21,0.55,1.19,0.64,116.36
CALM,2021-07-19,May-21,0.26,-0.09,-0.35,-134.62
CALX,2021-07-26,Jun-21,0.28,0.38,0.1,35.71
CAMP,2021-06-24,May-21,0.07,0.08,0.01,14.29
CAR,2021-08-03,Jun-21,2.26,5.9,3.64,161.06
CARA,2021-08-09,Jun-21,-0.55,-0.61,-0.06,-10.91
CARG,2021-08-05,Jun-21,0.24,0.41,0.17,70.83
CARR,2021-07-29,Jun-21,0.56,0.64,0.08,14.29
CASH,2021-07-28,Jun-21,0.89,1.21,0.32,35.96
CASY,2021-09-07,Jul-21,2.83,3.19,0.36,12.72
CAT,2021-07-30,Jun-21,2.38,2.6,0.22,9.24
CATC,2021-07-20,Jun-21,1.8,1.98,0.18,10
CATY,2021-07-26,Jun-21,0.83,0.97,0.14,16.87
CB,2021-07-27,Jun-21,2.96,3.62,0.66,22.3
CBAY,2021-08-12,Jun-21,-0.27,-0.34,-0.07,-25.93
CBOE,2021-07-30,Jun-21,1.35,1.38,0.03,2.22
CBRE,2021-07-29,Jun-21,0.78,1.36,0.58,74.36
CBRL,2021-09-21,Jul-21,2.42,2.25,-0.17,-7.02
CBSH,2021-07-22,Jun-21,0.97,1.31,0.34,35.05
CBT,2021-08-09,Jun-21,1.19,1.35,0.16,13.45
CBTX,2021-07-28,Jun-21,0.43,0.48,0.05,11.63
CBU,2021-07-26,Jun-21,0.8,0.88,0.08,10
CBZ,2021-07-29,Jun-21,0.38,0.5,0.12,31.58
CC,2021-07-29,Jun-21,0.89,1.2,0.31,34.83
CCBG,2021-07-27,Jun-21,0.58,0.44,-0.14,-24.14
CCI,2021-07-21,Jun-21,1.66,1.71,0.05,3.01
CCK,2021-07-19,Jun-21,1.8,2.14,0.34,18.89
CCL,2021-06-28,May-21,-1.68,-1.8,-0.12,-7.14
CCMP,2021-08-04,Jun-21,1.99,1.86,-0.13,-6.53
CCNE,2021-07-20,Jun-21,0.72,0.76,0.04,5.56
CCO,2021-07-29,Jun-21,-0.24,-0.27,-0.03,-12.5
CCOI,2021-08-05,Jun-21,0.24,-0.05,-0.29,-120.83
CCRN,2021-08-04,Jun-21,0.4,0.47,0.07,17.5
CCS,2021-07-28,Jun-21,2.82,3.47,0.65,23.05
CCXI,2021-08-09,Jun-21,-0.55,-0.56,-0.01,-1.82
CDAY,2021-08-04,Jun-21,0.05,0.06,0.01,20
CDEV,2021-08-03,Jun-21,0.06,0.02,-0.04,-66.67
CDK,2021-08-17,Jun-21,0.67,0.66,-0.01,-1.49
CDLX,2021-08-03,Jun-21,-0.35,-0.39,-0.04,-11.43
CDMO,2021-09-08,Jul-21,0.02,0.1,0.08,400
